Timestamp,PUMP101.BEARING_TEMP,PUMP101.DISCHARGE_PRESS,PUMP101.MOTOR_CURRENT,PUMP101.VIBRATION_RMS,falla,vib_media_24h,temp_pendiente_24h,presion_pct
2024-06-02 14:00:00,64.588,11.605,45.53,1.41,0,2.3906666666666667,-0.4450000000000074,0.22580645161290322
2024-06-02 16:00:00,65.372,11.965,45.37,2.498,1,2.399208333333333,0.13800000000000523,0.45806451612903226
2024-06-02 17:00:00,65.272,11.333,46.18,3.023,1,2.4077916666666668,0.7020000000000124,0.09462365591397849
2024-06-02 18:00:00,64.667,11.264,44.823,3.094,1,2.4325,-0.5169999999999959,0.07956989247311828
2024-06-02 19:00:00,65.116,12.283,44.789,2.601,1,2.429625,0.5949999999999989,0.7247311827956989
2024-06-02 20:00:00,65.058,10.699,45.059,2.25,1,2.40525,-0.380999999999986,0.004301075268817204
2024-06-02 21:00:00,65.109,12.103,45.494,2.743,1,2.423166666666667,0.13400000000000034,0.5827956989247312
2024-06-02 22:00:00,65.436,11.761,44.717,2.236,1,2.3964166666666666,0.5280000000000058,0.3096774193548387
2024-06-03 00:00:00,65.339,11.753,45.529,2.993,1,2.4090833333333337,0.679000000000002,0.3021505376344086
2024-06-03 01:00:00,65.034,12.33,45.189,2.221,0,2.4231666666666665,-0.5769999999999982,0.7655913978494624
2024-06-03 02:00:00,65.145,11.802,43.978,2.903,0,2.4099166666666667,0.2219999999999942,0.35053763440860214
2024-06-03 03:00:00,65.316,12.057,44.387,2.839,0,2.4344583333333336,0.5300000000000011,0.5483870967741935
2024-06-03 04:00:00,64.271,12.368,45.751,2.023,0,2.4490833333333333,-0.5529999999999973,0.789247311827957
2024-06-03 05:00:00,64.84,11.769,45.201,2.987,0,2.491166666666667,-0.42600000000000193,0.3172043010752688
2024-06-03 07:00:00,64.681,11.503,44.915,2.551,0,2.5145833333333334,-0.5020000000000095,0.15806451612903225
2024-06-03 08:00:00,64.862,12.147,45.007,2.119,0,2.497625,-0.3440000000000083,0.6258064516129033
2024-06-03 09:00:00,65.747,12.461,45.368,2.07,0,2.485416666666667,0.5319999999999965,0.8387096774193549
2024-06-03 10:00:00,64.567,12.33,44.321,2.231,0,2.4812083333333335,-1.5040000000000049,0.7655913978494624
2024-06-03 11:00:00,65.484,12.958,44.58,2.771,0,2.4795833333333333,0.6869999999999976,0.9655913978494624
2024-06-03 12:00:00,64.159,11.618,45.136,2.022,0,2.452583333333333,-0.5849999999999937,0.23655913978494625
2024-06-03 13:00:00,64.833,11.31,44.95,2.719,0,2.4531666666666667,-0.4750000000000085,0.09032258064516129
2024-06-03 14:00:00,65.081,11.503,45.286,1.879,1,2.4144583333333336,-0.4829999999999899,0.15806451612903225
2024-06-03 15:00:00,65.293,12.33,44.385,2.398,1,2.454125,0.3500000000000085,0.7655913978494624
2024-06-03 16:00:00,65.356,12.249,45.179,2.555,1,2.464,0.7759999999999962,0.7053763440860215
2024-06-03 17:00:00,65.397,12.051,45.546,3.723,0,2.560375,0.8090000000000117,0.543010752688172
2024-06-03 18:00:00,64.826,11.439,45.243,1.811,0,2.53175,-0.5460000000000065,0.12258064516129032
2024-06-03 19:00:00,64.769,12.383,45.07,3.236,0,2.540625,-0.5030000000000001,0.7978494623655914
2024-06-03 20:00:00,65.429,11.388,44.952,2.575,0,2.5189999999999997,0.7620000000000005,0.10752688172043011
2024-06-03 21:00:00,64.904,12.579,44.583,2.706,0,2.523375,-0.2120000000000033,0.8924731182795699
2024-06-03 22:00:00,64.362,13.429,44.964,2.559,0,2.53625,-0.6960000000000122,1.0
2024-06-03 23:00:00,64.433,12.183,45.63,2.722,0,2.5353749999999997,-0.6759999999999877,0.6483870967741936
2024-06-04 00:00:00,64.54,12.292,44.94,2.423,0,2.5431666666666666,-0.8960000000000008,0.7322580645161291
2024-06-04 02:00:00,65.071,11.095,44.754,2.272,0,2.513125,-0.2680000000000007,0.047311827956989246
2024-06-04 03:00:00,65.345,11.699,45.1,3.066,0,2.5483333333333333,0.31099999999999284,0.27956989247311825
2024-06-04 04:00:00,64.786,11.454,44.813,2.178,0,2.518125,-0.35899999999999466,0.13118279569892474
2024-06-04 05:00:00,65.079,11.276,45.243,2.47,0,2.50275,-0.23700000000000898,0.08172043010752689
2024-06-04 06:00:00,65.313,12.861,45.261,1.964,0,2.5002916666666666,1.0420000000000016,0.9526881720430107
2024-06-04 07:00:00,64.845,12.136,45.444,2.728,0,2.4895,0.0049999999999954525,0.6129032258064516
2024-06-04 08:00:00,65.228,12.19,45.712,3.223,0,2.5174999999999996,0.546999999999997,0.6537634408602151
2024-06-04 09:00:00,64.669,11.845,45.498,2.461,0,2.53175,-0.19299999999999784,0.3741935483870968
2024-06-04 10:00:00,64.818,11.914,44.533,2.402,0,2.545583333333333,-0.929000000000002,0.43010752688172044
2024-06-04 11:00:00,64.809,12.482,44.548,1.943,0,2.5335833333333335,0.24200000000000443,0.8473118279569892
2024-06-04 12:00:00,64.402,11.984,44.962,2.385,0,2.5175,-1.0819999999999936,0.4731182795698925
2024-06-04 13:00:00,65.243,12.265,44.774,1.704,0,2.5042500000000003,1.083999999999989,0.7118279569892473
2024-06-04 14:00:00,64.765,11.902,44.431,2.044,0,2.476125,-0.06799999999999784,0.4129032258064516
2024-06-04 15:00:00,65.006,11.829,44.779,2.613,0,2.506708333333333,-0.07500000000000284,0.36989247311827955
2024-06-04 17:00:00,65.223,11.011,44.664,3.905,1,2.5695,-0.07000000000000739,0.03225806451612903
2024-06-04 18:00:00,65.333,11.869,44.842,2.207,1,2.555,-0.022999999999996135,0.3978494623655914
2024-06-04 19:00:00,64.951,12.028,45.589,3.218,1,2.5339583333333335,-0.44600000000001216,0.5150537634408602
2024-06-04 20:00:00,64.788,11.357,45.1,2.622,0,2.56775,-0.0379999999999967,0.0989247311827957
2024-06-04 21:00:00,64.96,11.983,46.236,2.424,0,2.533916666666667,0.1909999999999883,0.4698924731182796
2024-06-04 22:00:00,64.156,12.027,45.085,2.716,0,2.539791666666667,-1.2729999999999961,0.5118279569892473
2024-06-04 23:00:00,64.276,10.922,44.855,2.531,1,2.5325,-0.6280000000000001,0.023655913978494623
2024-06-05 00:00:00,64.339,11.542,45.002,2.555,1,2.5323333333333333,-0.022999999999996135,0.17849462365591398
2024-06-05 01:00:00,64.501,12.204,45.128,2.296,1,2.5145833333333334,0.06799999999999784,0.6688172043010753
2024-06-05 02:00:00,65.2,12.194,45.218,1.801,0,2.4886666666666666,0.6599999999999966,0.6559139784946236
2024-06-05 03:00:00,64.547,11.423,46.038,1.728,0,2.4659999999999997,-0.5240000000000009,0.12043010752688173
2024-06-05 04:00:00,64.811,12.079,44.577,2.827,0,2.4560416666666667,-0.5339999999999918,0.5634408602150538
2024-06-05 05:00:00,65.65,12.511,45.43,2.362,0,2.4637083333333334,0.8640000000000043,0.864516129032258
2024-06-05 06:00:00,64.822,12.389,45.104,2.202,0,2.452541666666667,-0.2569999999999908,0.8064516129032258
2024-06-05 07:00:00,65.369,11.952,44.214,2.504,0,2.475041666666667,0.055999999999997385,0.443010752688172
2024-06-05 08:00:00,64.533,11.766,45.385,2.897,0,2.482083333333333,-0.3119999999999976,0.31290322580645163
2024-06-05 09:00:00,64.897,11.685,45.634,2.59,0,2.4557083333333334,-0.33099999999998886,0.2709677419354839
2024-06-05 10:00:00,64.525,12.234,44.571,2.172,0,2.4436666666666667,-0.14399999999999125,0.6860215053763441
2024-06-05 11:00:00,64.83,12.098,44.996,3.113,0,2.473291666666667,0.012000000000000455,0.5741935483870968
2024-06-05 12:00:00,65.42,12.315,44.137,3.29,0,2.5294166666666666,0.6110000000000042,0.7548387096774194
2024-06-05 13:00:00,64.136,12.066,44.371,2.747,0,2.5444999999999998,-0.26600000000000534,0.5548387096774193
2024-06-05 14:00:00,65.217,12.409,45.524,2.987,0,2.597958333333333,-0.02599999999999625,0.821505376344086
2024-06-05 15:00:00,65.119,12.047,44.767,3.121,1,2.6428333333333334,0.3539999999999992,0.535483870967742
2024-06-05 16:00:00,64.703,12.392,44.446,3.065,1,2.6616666666666666,-0.30299999999999727,0.8086021505376344
2024-06-05 17:00:00,64.277,12.435,45.115,2.807,1,2.6159166666666667,-0.945999999999998,0.8344086021505376
2024-06-05 18:00:00,65.036,11.598,44.739,2.799,0,2.6405833333333333,-0.29699999999999704,0.21935483870967742
2024-06-05 19:00:00,64.735,11.096,44.765,2.76,0,2.6214999999999997,-0.21599999999999397,0.04946236559139785
2024-06-05 20:00:00,65.116,12.772,45.37,1.951,0,2.5935416666666664,0.32800000000000296,0.9354838709677419
2024-06-05 21:00:00,65.011,12.128,44.419,2.85,0,2.611291666666667,0.05100000000000193,0.6064516129032258
2024-06-05 22:00:00,65.801,11.143,44.547,1.822,0,2.5740416666666666,1.644999999999996,0.053763440860215055
2024-06-05 23:00:00,64.88,11.643,45.077,2.103,0,2.556208333333333,0.6039999999999992,0.24946236559139784
2024-06-06 00:00:00,64.488,12.386,45.485,3.152,0,2.5810833333333334,0.1490000000000009,0.8032258064516129
2024-06-06 01:00:00,65.09,11.86,45.619,2.92,0,2.607083333333333,0.5889999999999986,0.38924731182795697
2024-06-06 02:00:00,65.11,11.744,44.667,3.244,0,2.667208333333333,-0.09000000000000341,0.2967741935483871
2024-06-06 03:00:00,65.68,12.7,45.469,2.364,0,2.6937083333333334,1.1330000000000098,0.9268817204301075
2024-06-06 04:00:00,65.418,11.476,44.608,1.924,0,2.656083333333333,0.6069999999999993,0.14193548387096774
2024-06-06 06:00:00,65.732,12.106,44.433,2.551,0,2.6639583333333334,0.08199999999999363,0.5849462365591398
2024-06-06 07:00:00,64.406,12.195,45.664,2.539,0,2.6779999999999995,-0.4159999999999968,0.6591397849462366
2024-06-06 08:00:00,64.68,12.248,44.672,3.067,0,2.701458333333333,-0.688999999999993,0.7021505376344086
2024-06-06 09:00:00,64.537,12.456,46.007,2.319,0,2.677375,0.0040000000000048885,0.8365591397849462
2024-06-06 10:00:00,64.805,12.099,45.296,2.676,0,2.6809583333333333,-0.09199999999999875,0.578494623655914
2024-06-06 11:00:00,64.312,12.245,44.492,2.006,0,2.674041666666667,-0.21300000000000807,0.6967741935483871
2024-06-06 12:00:00,65.318,11.87,44.739,2.725,0,2.657875,0.48799999999999955,0.4
2024-06-06 13:00:00,64.889,12.031,45.391,2.502,0,2.6250416666666667,-0.5310000000000059,0.5182795698924731
2024-06-06 14:00:00,64.265,12.054,45.526,2.125,0,2.5991250000000004,0.1290000000000049,0.546236559139785
2024-06-06 15:00:00,64.492,12.108,44.965,2.382,0,2.573916666666667,-0.7249999999999943,0.5870967741935483
2024-06-06 16:00:00,65.157,12.386,45.022,2.408,0,2.544208333333333,0.0379999999999967,0.8032258064516129
2024-06-06 17:00:00,65.419,12.278,45.379,2.365,0,2.515041666666667,0.715999999999994,0.7225806451612903
2024-06-06 18:00:00,65.998,12.022,45.066,3.386,0,2.5391666666666666,1.7210000000000036,0.5075268817204301
2024-06-06 19:00:00,66.457,11.595,44.353,2.451,0,2.5246666666666666,1.4209999999999923,0.2118279569892473
2024-06-06 20:00:00,65.207,12.034,44.594,2.378,0,2.50875,0.4719999999999942,0.5204301075268817
2024-06-06 21:00:00,64.505,11.986,45.118,1.451,0,2.4879166666666666,-0.6110000000000042,0.4752688172043011
2024-06-06 22:00:00,63.934,12.097,45.608,2.053,0,2.454708333333333,-1.0769999999999982,0.5720430107526882
2024-06-06 23:00:00,65.134,13.103,45.808,2.368,0,2.4774583333333333,-0.6670000000000016,0.978494623655914
2024-06-07 00:00:00,64.594,11.738,45.39,2.157,0,2.4797083333333334,-0.28600000000000136,0.2924731182795699
2024-06-07 01:00:00,64.792,12.211,45.144,3.191,0,2.481333333333333,0.30400000000000205,0.6752688172043011
2024-06-07 02:00:00,64.694,12.534,45.374,2.418,0,2.4604166666666667,-0.3960000000000008,0.8731182795698925
2024-06-07 03:00:00,64.93,12.049,44.667,3.144,0,2.4562500000000003,-0.1799999999999926,0.5376344086021505
2024-06-07 04:00:00,65.533,13.169,44.923,2.531,0,2.4632083333333337,-0.14700000000000557,0.9849462365591398
2024-06-07 05:00:00,65.079,11.811,44.588,2.519,0,2.488,-0.33900000000001285,0.35268817204301073
2024-06-07 06:00:00,64.921,12.162,44.376,2.456,0,2.4840416666666667,-0.8109999999999928,0.6333333333333333
2024-06-07 07:00:00,64.482,11.601,45.167,2.502,0,2.4825,0.0759999999999934,0.221505376344086
2024-06-07 08:00:00,64.163,11.824,45.093,3.359,0,2.494666666666667,-0.5170000000000101,0.36666666666666664
2024-06-07 09:00:00,64.757,12.124,45.344,1.34,0,2.4538749999999996,0.21999999999999886,0.6021505376344086
2024-06-07 10:00:00,64.973,12.423,45.273,1.499,0,2.4048333333333334,0.16799999999999216,0.832258064516129
2024-06-07 11:00:00,65.884,12.16,45.121,2.228,0,2.4140833333333336,1.5720000000000027,0.6301075268817204
2024-06-07 12:00:00,65.065,12.63,45.278,2.507,0,2.405,-0.2530000000000001,0.9139784946236559
2024-06-07 13:00:00,65.491,11.953,44.979,2.845,0,2.4192916666666666,0.6020000000000039,0.44623655913978494
2024-06-07 14:00:00,64.75,11.834,45.206,2.737,0,2.4447916666666667,0.48499999999999943,0.3720430107526882
2024-06-07 15:00:00,64.408,13.352,44.637,2.308,0,2.441708333333333,-0.08400000000000318,0.9935483870967742
2024-06-07 16:00:00,64.517,12.197,45.185,3.01,0,2.466791666666667,-0.6400000000000006,0.6645161290322581
2024-06-07 18:00:00,66.064,11.653,44.665,2.592,0,2.4762500000000003,0.644999999999996,0.25591397849462366
2024-06-07 19:00:00,64.589,11.529,45.026,2.981,0,2.459375,-1.409000000000006,0.17204301075268819
2024-06-07 20:00:00,65.419,12.468,44.688,2.636,0,2.4670833333333335,-1.0379999999999967,0.843010752688172
2024-06-07 21:00:00,64.549,11.818,44.737,2.219,0,2.4604583333333334,-0.657999999999987,0.35913978494623655
2024-06-07 22:00:00,65.466,12.064,44.438,2.849,0,2.518708333333333,0.9609999999999985,0.5526881720430108
2024-06-07 23:00:00,65.192,11.968,45.633,2.555,0,2.539625,1.2579999999999956,0.46021505376344085
2024-06-08 00:00:00,64.922,12.366,45.533,2.501,0,2.545166666666667,-0.2120000000000033,0.7870967741935484
2024-06-08 01:00:00,64.98,11.577,45.269,3.236,0,2.590125,0.3860000000000099,0.20430107526881722
2024-06-08 02:00:00,64.673,11.462,45.986,1.275,0,2.510291666666667,-0.11899999999999977,0.13978494623655913
2024-06-08 03:00:00,65.223,12.112,44.905,1.791,0,2.484166666666667,0.5289999999999964,0.5913978494623656
2024-06-08 04:00:00,64.773,12.3,46.516,1.906,0,2.432583333333333,-0.1570000000000107,0.7376344086021506
2024-06-08 05:00:00,64.387,12.166,44.886,2.318,0,2.4237083333333334,-1.1460000000000008,0.6397849462365591
2024-06-08 06:00:00,64.361,11.595,45.128,2.373,0,2.417625,-0.7179999999999893,0.2118279569892473
2024-06-08 07:00:00,65.086,12.339,44.801,1.746,1,2.3880416666666666,0.16499999999999204,0.7763440860215054
2024-06-08 08:00:00,65.79,11.628,45.186,2.0103333333333335,1,2.3675555555555556,1.308000000000007,0.24301075268817204
2024-06-08 09:00:00,65.08,11.739,45.418,2.0766666666666667,1,2.314125,0.9170000000000016,0.2946236559139785
2024-06-08 10:00:00,64.941,11.528,44.943,3.739,0,2.4140833333333336,0.1839999999999975,0.16989247311827957
2024-06-08 11:00:00,65.143,12.651,45.888,3.414333333333333,0,2.493888888888889,0.1700000000000017,0.9182795698924732
2024-06-08 12:00:00,65.653,12.317,45.12,2.3106666666666666,0,2.497333333333333,-0.23099999999999454,0.7569892473118279
2024-06-08 14:00:00,64.795,12.624,44.546,1.9483333333333335,0,2.4740555555555557,-0.269999999999996,0.9096774193548387
2024-06-08 15:00:00,65.553,13.406,45.209,1.5726666666666667,0,2.4210416666666665,0.06199999999999761,0.9978494623655914
2024-06-08 16:00:00,65.214,11.145,44.933,2.472,0,2.41,0.46399999999999864,0.05591397849462366
2024-06-08 17:00:00,65.768,11.631,44.696,2.034333333333333,0,2.398597222222222,1.3599999999999994,0.24731182795698925
2024-06-08 18:00:00,65.092,11.692,44.612,2.494666666666667,0,2.377125,0.5750000000000028,0.2752688172043011
2024-06-08 19:00:00,64.388,11.575,46.336,1.74,0,2.341625,-1.6759999999999877,0.2021505376344086
2024-06-08 20:00:00,64.316,11.461,44.868,2.1623333333333337,0,2.3075138888888893,-0.27299999999999613,0.13655913978494624
2024-06-08 21:00:00,65.825,11.85,44.272,2.6206666666666667,0,2.3068750000000002,0.4060000000000059,0.38064516129032255
2024-06-08 22:00:00,65.862,11.392,44.651,2.7329999999999997,0,2.3282916666666664,1.3129999999999882,0.10967741935483871
2024-06-08 23:00:00,64.91,12.168,44.974,2.7623333333333333,0,2.3246805555555556,-0.5559999999999974,0.6430107526881721
2024-06-09 00:00:00,64.808,12.026,45.273,1.8966666666666667,0,2.29725,-0.38399999999998613,0.5096774193548387
2024-06-09 02:00:00,64.446,12.254,45.338,2.1633333333333336,1,2.2831805555555555,-0.4759999999999991,0.7096774193548387
2024-06-09 03:00:00,64.553,12.302,44.678,2.8826666666666667,1,2.2684583333333337,-0.4270000000000067,0.7408602150537634
2024-06-09 04:00:00,65.322,11.813,45.17,2.565,1,2.3222083333333337,0.6490000000000009,0.35698924731182796
2024-06-09 05:00:00,64.803,13.061,44.562,1.8853333333333333,0,2.326138888888889,-0.4200000000000017,0.9741935483870968
2024-06-09 06:00:00,64.997,12.117,44.69,2.4186666666666667,1,2.3475,0.22400000000000375,0.5967741935483871
2024-06-09 07:00:00,64.918,11.069,44.541,2.763,1,2.366041666666667,0.5310000000000059,0.03763440860215054
2024-06-09 08:00:00,65.169,11.499,44.406,2.8893333333333335,1,2.3875555555555557,0.8079999999999927,0.15053763440860216
2024-06-09 09:00:00,65.70566666666666,11.13,45.532,2.5166666666666666,1,2.4196666666666666,0.6196666666666601,0.05161290322580645
2024-06-09 10:00:00,65.04833333333333,12.009,45.344,3.356,1,2.4757361111111114,-0.7416666666666742,0.4989247311827957
2024-06-09 11:00:00,65.327,11.939,45.488,3.0973333333333333,0,2.518263888888889,0.2469999999999999,0.43655913978494626
2024-06-09 12:00:00,63.98166666666667,11.766,45.02,2.4686666666666666,0,2.465333333333333,-0.9593333333333334,0.31290322580645163
2024-06-09 13:00:00,64.98433333333334,13.005,45.388,2.975,0,2.447027777777778,-0.15866666666666163,0.9698924731182795
2024-06-09 14:00:00,64.58800000000001,12.274,44.119,3.5703333333333336,0,2.499513888888889,-1.0649999999999977,0.7182795698924731
2024-06-09 15:00:00,64.40266666666668,12.363,45.432,3.5866666666666664,0,2.567777777777778,-0.3923333333333261,0.7849462365591398
2024-06-09 16:00:00,64.57433333333334,11.534,45.089,1.996,0,2.5854166666666667,-0.9786666666666548,0.17419354838709677
2024-06-09 17:00:00,64.848,11.5,45.314,2.150333333333333,0,2.572013888888889,-0.36599999999999966,0.15268817204301074
2024-06-09 18:00:00,65.47466666666666,12.018,45.19,3.3586666666666667,0,2.6271944444444446,-0.29333333333333655,0.5021505376344086
2024-06-09 19:00:00,64.35533333333333,12.087,44.506,2.091,0,2.610375,-0.7366666666666646,0.5698924731182796
2024-06-09 20:00:00,65.035,11.072,44.251,1.9623333333333333,1,2.619638888888889,0.6469999999999914,0.04086021505376344
2024-06-09 21:00:00,64.77966666666666,11.91,44.644,2.3836666666666666,1,2.628861111111111,0.46366666666665424,0.4236559139784946
2024-06-09 22:00:00,64.85933333333332,12.007,45.282,2.84,1,2.638,-0.965666666666678,0.49032258064516127
2024-06-09 23:00:00,65.52600000000001,11.892,45.345,2.582333333333333,1,2.6317222222222223,-0.3359999999999843,0.40860215053763443
2024-06-10 00:00:00,65.29566666666668,11.593,44.316,2.3116666666666665,1,2.612944444444444,0.3856666666666797,0.2086021505376344
2024-06-10 01:00:00,65.69733333333333,11.73,44.509,2.303,1,2.629875,0.889333333333326,0.2838709677419355
2024-06-10 02:00:00,64.953,11.912,44.638,2.2873333333333337,1,2.6350416666666665,0.507000000000005,0.4268817204301075
2024-06-10 04:00:00,64.92133333333334,12.302,44.319,3.791,1,2.6728888888888886,0.3683333333333394,0.7408602150537634
2024-06-10 05:00:00,65.15599999999999,12.54,44.289,2.8023333333333333,0,2.682777777777778,-0.16600000000001103,0.875268817204301
2024-06-10 07:00:00,64.49633333333333,11.772,45.043,2.415,0,2.704847222222222,-0.30666666666667197,0.32365591397849464
2024-06-10 08:00:00,65.08500000000001,12.219,44.41,2.570333333333333,0,2.7111666666666667,0.08800000000000807,0.6795698924731183
2024-06-10 09:00:00,65.15566666666668,12.305,44.942,2.3096666666666663,0,2.6922777777777775,0.23766666666666936,0.7462365591397849
2024-06-10 10:00:00,66.30233333333334,11.783,45.529,1.3439999999999999,0,2.6278888888888887,1.13333333333334,0.33978494623655914
2024-06-10 11:00:00,65.983,12.395,44.349,1.9843333333333333,0,2.6057083333333333,0.2773333333333454,0.8150537634408602
2024-06-10 12:00:00,64.61966666666666,12.49,44.897,1.7716666666666667,0,2.5396944444444443,-0.42866666666667186,0.8548387096774194
2024-06-10 13:00:00,64.90433333333333,12.646,45.512,1.555,0,2.4754305555555556,-0.42266666666667163,0.9161290322580645
2024-06-10 14:00:00,64.318,12.889,44.791,2.0853333333333333,0,2.4594583333333335,0.3363333333333287,0.9559139784946237
2024-06-10 15:00:00,64.75666666666666,11.567,44.713,3.3486666666666665,0,2.4750277777777776,-0.22766666666667845,0.1989247311827957
2024-06-10 16:00:00,65.21133333333333,12.007,45.582,2.668,0,2.4374305555555553,0.6233333333333206,0.49032258064516127
2024-06-10 17:00:00,65.658,12.006,44.847,3.3383333333333334,0,2.4270833333333335,1.2553333333333256,0.4827956989247312
2024-06-10 18:00:00,64.69166666666668,11.951,45.552,2.901666666666667,0,2.4648194444444447,0.11733333333333462,0.44086021505376344
2024-06-10 19:00:00,64.73133333333334,11.675,45.214,3.091,0,2.5040138888888888,-0.11666666666666003,0.2645161290322581
2024-06-10 20:00:00,63.986000000000004,11.257,44.829,2.253333333333333,0,2.4579583333333335,-1.48866666666666,0.07741935483870968
2024-06-10 21:00:00,64.98066666666666,12.046,45.24,2.9686666666666666,1,2.494527777777778,0.6253333333333302,0.5333333333333333
2024-06-10 22:00:00,64.53233333333333,11.616,45.16,3.074,1,2.5408472222222223,-0.5026666666666699,0.23333333333333334
2024-06-10 23:00:00,64.8,12.043,45.51,2.4253333333333336,1,2.5425833333333334,0.02033333333334042,0.5268817204301075
2024-06-11 00:00:00,64.62866666666666,11.603,44.726,2.9966666666666666,0,2.549111111111111,-0.23066666666666436,0.22365591397849463
2024-06-11 01:00:00,65.02133333333333,11.45,45.021,3.003,1,2.5666388888888885,-0.5046666666666795,0.12795698924731183
2024-06-11 02:00:00,64.19099999999999,12.117,44.969,2.4483333333333333,1,2.5723333333333334,-1.104666666666688,0.5967741935483871
2024-06-11 03:00:00,64.33766666666668,12.075,45.352,2.1656666666666666,1,2.566611111111111,-1.359666666666655,0.5602150537634408
2024-06-11 05:00:00,64.431,13.093,45.508,2.7763333333333335,1,2.5869861111111114,-0.5220000000000056,0.9763440860215054
2024-06-11 06:00:00,64.52866666666667,12.139,45.233,2.900666666666667,1,2.549888888888889,-0.3926666666666705,0.6193548387096774
2024-06-11 07:00:00,65.99633333333334,12.243,44.342,2.3440000000000003,1,2.530791666666667,0.8403333333333478,0.6946236559139785
2024-06-11 08:00:00,66.533,11.461,45.604,2.756333333333333,0,2.5450138888888887,2.036666666666676,0.13655913978494624
2024-06-11 10:00:00,64.89933333333333,12.791,45.501,3.059,0,2.565375,-0.18566666666667686,0.946236559139785
2024-06-11 11:00:00,65.256,11.538,45.713,3.529333333333333,0,2.6161944444444445,0.1003333333333245,0.17634408602150536
